Nom Com,Code Iris,Classement de SCORE GLOBAL region 1,Nom Iris,Population,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,,DEPARTEMENTS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES,REGIONS,SCORE GLOBAL ,ACCÈS AUX INTERFACES NUMERIQUES,ACCES A L'INFORMATION,COMPETENCES ADMINISTATIVES,COMPÉTENCES NUMÉRIQUES / SCOLAIRES,GLOBAL ACCES,GLOBAL COMPETENCES
Boisset-lès-Montrond,420200000,43 131,Boisset-lès-Montrond,1 162,74,103,56,99,65,72,76,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset-les-Prévanches,270760000,23 289,Boisset-les-Prévanches,460,92,112,111,76,72,111,73,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissets,780760000,30 022,Boissets,258,87,114,52,87,107,73,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisset-Saint-Priest,420210000,44 999,Boisset-Saint-Priest,1 208,71,99,40,69,88,60,82,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissettes,770380000,33 910,Boissettes,406,83,133,36,55,120,68,98,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisseuil,870190000,41 308,Boisseuil,2 875,76,120,60,85,66,80,72,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisseuilh,240460000,16 167,Boisseuilh,120,99,85,72,62,152,76,122,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissey,10500000,41 132,Boissey,338,76,91,49,73,98,63,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissey-le-Châtel,270770000,26 587,Boissey-le-Châtel,897,89,100,90,86,85,93,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissezon,810340000,9 655,Boissezon,402,108,84,121,60,130,109,107,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissia,390610000,43 107,Boissia,123,74,102,53,87,74,69,79,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissières,460320000,39 626,Boissières,395,78,103,42,72,105,62,94,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissières,300430000,35 791,Boissières,548,82,124,65,68,84,85,79,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissise-la-Bertrand,770390000,20 051,Boissise-la-Bertrand,1 160,95,132,50,61,140,77,113,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissise-le-Roi,770400000,22 020,Boissise-le-Roi,3 782,93,119,52,68,135,75,112,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-aux-Cailles,770410000,41 331,Boissy-aux-Cailles,296,76,118,54,45,93,75,77,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-en-Drouais,280450000,30 465,Boissy-en-Drouais,203,86,109,84,93,73,93,80,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Fresnoy,600790000,44 534,Boissy-Fresnoy,1 019,72,129,44,86,63,73,71,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-l'Aillerie,950780000,37 084,Boissy-l'Aillerie,1 809,81,122,54,92,81,77,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Lamberville,270790000,22 988,Boissy-Lamberville,342,93,99,92,55,109,94,91,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-la-Rivière,910790000,43 586,Boissy-la-Rivière,548,73,120,33,60,97,62,85,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-le-Bois,600800000,32 968,Boissy-le-Bois,195,84,115,72,77,84,87,82,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-le-Châtel,770420000,29 294,Boissy-le-Châtel,3 137,87,101,50,80,121,67,107,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-le-Cutté,910800000,32 183,Boissy-le-Cutté,1 317,85,105,53,83,107,71,99,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-le-Repos,510700000,21 116,Boissy-le-Repos,222,94,82,76,74,129,78,111,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-le-Sec,910810000,37 838,Boissy-le-Sec,683,80,114,54,79,89,74,86,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-lès-Perche,280460000,37 722,Boissy-lès-Perche,501,80,103,46,71,107,65,95,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Mauvoisin,780820000,27 712,Boissy-Mauvoisin,610,89,105,67,86,103,80,97,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040106,35 102,Bois Clary,2 651,82,86,51,83,111,63,102,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040105,13 772,Le Centre,3 050,102,86,116,104,95,106,98,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040104,7 998,Savreau,1 940,111,86,126,108,109,113,108,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040103,3 563,Prevert,2 283,121,86,125,134,128,112,130,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040102,8 878,Rostand,3 028,109,86,126,103,106,113,105,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-Saint-Léger,940040101,10 976,Les Hautes Varennes,2 859,106,86,125,121,89,112,100,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-sans-Avoir,780840000,37 161,Boissy-sans-Avoir,638,80,128,52,88,82,77,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boissy-sous-Saint-Yon,910850000,31 759,Boissy-sous-Saint-Yon,3 826,85,112,65,82,93,81,90,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boistrudan,350280000,21 532,Boistrudan,699,94,96,107,96,78,104,84,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisville-la-Saint-Père,280470000,35 670,Boisville-la-Saint-Père,706,82,102,61,85,91,75,89,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boisyvon,500620000,10 802,Boisyvon,113,106,92,107,124,103,102,110,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boitron,770430000,44 649,Boitron,376,71,98,36,77,91,57,86,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boitron,610510000,47 224,Boitron,353,65,94,40,89,64,58,72,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolandoz,250700000,23 095,Bolandoz,379,92,102,95,90,86,98,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolazec,290120000,10 258,Bolazec,205,107,87,89,71,152,89,125,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolbec,761140104,3 353,Bolbec Centre,3 195,122,84,156,112,111,132,111,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolbec,761140103,9 466,Bolbec Est,1 835,108,84,123,117,101,110,106,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolbec,761140102,20 460,Bolbec Nord,3 346,95,84,79,95,117,81,109,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolbec,761140101,10 306,Bolbec Ouest,3 072,107,84,109,100,119,101,113,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190203,29 897,Bollene Sud,2 304,87,87,71,90,101,76,97,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190202,22 400,Bollene Nord,2 590,93,87,71,103,114,76,110,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190201,30 059,Bollene Est,2 122,87,87,73,78,105,77,96,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190103,3 229,La Ville,1 993,122,87,143,96,132,124,120,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190102,10 437,Gres de Tousilles,2 216,107,87,92,102,134,90,123,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollène,840190101,22 455,La Planchette,2 449,93,87,65,87,127,73,114,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolleville,761150000,40 652,Bolleville,590,77,108,61,84,74,76,77,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollezeele,590890000,20 682,Bollezeele,1 441,95,101,71,73,126,81,108,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bollwiller,680430000,27 336,Bollwiller,3 979,89,106,76,95,90,86,92,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bologne,520580000,18 579,Bologne,1 909,97,99,84,73,120,89,104,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolozon,10510000,47 311,Bolozon,89,65,0,46,50,124,30,99,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolquère,660200000,39 006,Bolquère,807,79,101,83,86,59,89,68,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bolsenheim,670540000,44 890,Bolsenheim,517,71,124,41,62,80,68,74,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bombon,770440000,34 869,Bombon,961,83,108,46,69,113,67,98,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bommes,330600000,29 538,Bommes,490,87,101,97,90,69,98,76,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bommiers,360190000,21 133,Bommiers,301,94,93,106,86,87,102,87,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bompas,660210103,11 236,Ouest,2 158,105,98,97,65,138,97,114,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bompas,660210102,15 304,Est,2 557,100,98,87,93,118,91,110,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bompas,660210101,10 146,Centre Ville Nord,2 483,107,98,128,98,95,118,96,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bompas,90580000,11 522,Bompas,198,105,101,95,58,141,97,113,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bomy,621530000,38 702,Bomy,623,79,89,49,77,105,63,95,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bon Repos sur Blavet,221070000,16 491,Bon Repos sur Blavet,1 279,99,96,75,59,144,82,116,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bona,580350000,18 409,Bona,312,97,98,99,71,107,99,95,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bonac-Irazein,90590000,509,Bonac-Irazein,119,142,75,272,77,77,206,77,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bonas,320590000,21 948,Bonas,130,94,90,68,39,148,75,112,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bonboillon,700750000,41 062,Bonboillon,199,76,93,80,86,60,84,69,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boncé,280490000,24 315,Boncé,244,91,108,111,83,67,110,72,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Bonchamp-lès-Laval,530340000,40 316,Bonchamp-lès-Laval,5 948,77,112,47,74,93,68,86,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boncourt,540820000,42 413,Boncourt,182,75,103,49,87,81,67,83,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boncourt,280500000,42 956,Boncourt,265,74,116,44,89,76,68,81,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
Boncourt,270810000,47 239,Boncourt,188,65,123,28,63,74,60,70,,BAS RHIN,93.24076607,96.30779754,86.67715458,96.04103967,96.87961696,89.89740082,96.6128591,GRAND EST,94.16421569,95.18415033,89.06977124,91.91879085,99.87761438,91.10490196,97.22712418
